show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80039789,TV Show,Gargantia on the Verdurous Planet,,"Kaito Ishikawa, Hisako Kanemoto, Ai Kayano, Kana Asumi, Shizuka Ito, Sayaka Ohara, Katsuyuki Konishi, Yuka Terasaki, Yuki Ono, Tomokazu Sugita, Ayumi Fujimura, Alan Lee, Cassandra Morris, Natalie Hoover, Janice Kawaye, Laura Post, Julie Ann Taylor, Patrick Seitz, Michelle Ruff, Marc Diraison, Matthew Mercer, Karen Strassman",Japan,"December 1, 2016",2013,,1 Season,"Anime Series, International TV Shows","After falling through a wormhole, a space-dwelling teen mecha pilot awakes to find himself amid the inhabitants of a strange planet called ... Earth."
80149139,Movie,Interrogation,Vetrimaaran,"Dinesh Ravi, Samuthirakani, Kishore Kumar, Anandhi, Murugadoss, Ajay Ghosh",India,"December 1, 2016",2015,TV-MA,116 min,"Dramas, International Movies, Thrillers","In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
80040118,TV Show,K,,"Daisuke Namikawa, Daisuke Ono, Mikako Komatsu, Kenjiro Tsuda, Tomokazu Sugita, Yui Horie, Takahiro Sakurai, Jun Fukuyama, Yuichi Nakamura, Miyuki Sawashiro, Mamoru Miyano, Satomi Sato, Yuki Kaji, Tetsuya Kakihara, Shozo Iizuka",Japan,"December 1, 2016",2012,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows","A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces."
80134797,TV Show,Merlí,,"Francesc Orella, David Solans, Candela Antón, Albert Baró, Adrian Grösser, Marcos Franz, Pau Poch, Júlia Creus, Carlos Cuevas, Elisabet Casanovas, Iñaki Mur, Pau Durà, Pere Ponce, Mar del Hoyo, Rubén de Eguia, Patrícia Bargalló, Assun Planas, Pep Jové, Anna Maria Barbany, Marta Marco, Jordi Martínez, Victòria Pagès, Marta Domingo, Anna Ycobalzeta, Oriol Pla, Pepa López",Spain,"December 1, 2016",2015,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son."
80114915,Movie,Natural Selection,Chad L. Scheifele,"Mason Dye, Ryan Munzert, Anthony Michael Hall, Amy Carlson, Katherine McNamara, Tyler Elliot Burke, Esther Zynn, Ryan Boudreau",United States,"December 1, 2016",2015,R,101 min,"Dramas, Independent Movies","As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook."
80040089,TV Show,Nura: Rise of the Yokai Clan: Demon Capital,,"Jun Fukuyama, Darrel Guilbeau, Eri Kitamura, Grant George, Yui Horie, Cassandra Lee, Hiroki Yasumoto, Kyle Hebert",Japan,"December 1, 2016",2011,TV-MA,1 Season,"Anime Series, Crime TV Shows","By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan."
80104240,Movie,Rainbow Time,Linas Phillips,"Linas Phillips, Melanie Lynskey, Timm Sharp, Tobin Bell, Jay Duplass, Lauren Weedman, Artemis Pebdani, Reagan Yates, Austin Fryberger",United States,"December 1, 2016",2016,NR,92 min,"Comedies, Dramas, Independent Movies","A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him."
80134078,TV Show,Refresh Man,,"Aaron Yan, Joanne Tseng, Lene Lai, Jack Lee, JR",Taiwan,"December 1, 2016",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Ten years after a once-promising student graduates, she finds herself working at a cosmetics company run by the boy with the worst grades in school."
907090,Movie,Richard Pryor: Live in Concert,Jeff Margolis,Richard Pryor,United States,"December 1, 2016",1979,TV-MA,79 min,Stand-Up Comedy,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself."
80135563,Movie,Tellur Aliens,Einar Gabbassov,,"United States, Kazakhstan","December 1, 2016",2016,TV-Y7,67 min,Children & Family Movies,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.
80113894,TV Show,The Irish Mob,,Mickey Spillane,,"December 1, 2016",2008,TV-MA,1 Season,"Crime TV Shows, Docuseries","This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth."
80149282,Movie,The Violin Player,Bauddhayan Mukherji,"Ritwick Chakraborty, Adil Hussain, Nayani Dixit, Sonam Stobgais",India,"December 1, 2016",2016,NR,72 min,"Dramas, Independent Movies, International Movies","An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
80154176,Movie,Yo-Kai Watch: The Movie,Mark Risley,"Johnny Yong Bosch, Joey D'Auria, Alicyn Packard, Melissa Hutchison, Paul Greenberg, Brent Pendergrass","Japan, United States","December 1, 2016",2016,TV-Y7,96 min,"Anime Features, Children & Family Movies","Nate's special Yo-Kai Watch is missing. He travels back in time to meet the watch's inventor, his grandfather. Together, they must restore history!"
80067618,TV Show,Atelier,,"Mirei Kiritani, Mao Daichi, Wakana Sakai, Masako Chiba, Maiko, Ken Kaito, Dori Sakurada, Nicole Ishida, Mayuko Kawakita",Japan,"December 1, 2015",2015,TV-PG,1 Season,"International TV Shows, TV Dramas","A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive."
80073100,Movie,My Little Pony Equestria Girls: Friendship Games,"Ishi Rudell, Jayson Thiessen","Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Iris Quinn, Nicole Oliver",United States,"December 1, 2015",2015,TV-Y,72 min,"Children & Family Movies, Comedies","Rainbow Dash, Applejack and friends compete against Crystal Prep Academy and their lead athlete, this world's Twilight Sparkle, in sporting events."
80066806,Movie,Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",,Australia,"December 1, 2015",2015,TV-14,78 min,"Documentaries, International Movies","This documentary recounts a 1994 incident in Honolulu in which a circus elephant attacked and killed its trainer, then ran loose on the city streets."
70253397,Movie,Kung Fu Panda: Holiday,Tim Johnson,"Jack Black, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Dan Fogler",United States,"December 1, 2012",2010,TV-PG,26 min,"Children & Family Movies, Comedies","As preparations for the Winter Feast build, Po is caught between his obligations as the Dragon Warrior and his family holiday traditions."
81156592,Movie,Colin Quinn: Red State Blue State,Robert Moresco,Colin Quinn,,"August 9, 2019",2019,TV-14,66 min,Stand-Up Comedy,Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.
81074367,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,"Khushboo Upadhyay, Rohit Kokate, Himanshu Kohli, Mohammed Shakir",India,"August 9, 2019",2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies","A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
81091977,Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson","Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, Mr. Lawrence, Joe Murray",United States,"August 9, 2019",2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies","After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air."
80217315,TV Show,Sintonia,,"Christian Malheiros, Jottapê, Bruna Mascarenhas",Brazil,"August 9, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion."
80063867,TV Show,The Family,Jesse Moss,"James Cromwell, David Rysdahl, Ben Rosenfield, Zachary Booth",,"August 9, 2019",2019,TV-14,1 Season,Docuseries,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions."
80243216,TV Show,The InBESTigators,,"Abby Bergman, Anna Cooke, Aston Droomer, Jamil Smyth-Secka, James Saunders, Maria Angelico, Eliza Ong",Australia,"August 9, 2019",2019,TV-G,1 Season,"Kids' TV, TV Comedies","Four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process."
81016914,TV Show,Tiny House Nation,,,United States,"August 9, 2019",2019,TV-PG,1 Season,Reality TV,"Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes."
81153372,Movie,Westside vs. the World,Michael Fahey,"Ron Perlman, Louie Simmons",,"August 9, 2019",2019,TV-MA,96 min,"Documentaries, Sports Movies","A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting."
80245357,Movie,Perdida,Alejandro Montiel,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","Argentina, Spain","August 9, 2018",2018,TV-MA,104 min,"Dramas, International Movies, Thrillers","A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger."
80222042,Movie,The Most Unknown,Ian Cheney,,United States,"August 9, 2018",2018,TV-PG,92 min,Documentaries,"Traversing disciplines from physics to psychology, nine scientists share ideas and seek common ground by delving into deep existential questions."
80128691,Movie,Black Site Delta,Jesse Gustafson,"Cam Gigandet, Teri Reeves, Michael Dale, Dion Mucciacito, Casey Hendershot, Benjamin Charles Watson, John Brodsky, Arash Mokhtar",United States,"August 9, 2017",2017,TV-MA,88 min,Action & Adventure,"After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy."
80178427,TV Show,Bad Guys,,"Kim Sang-jung, Ma Dong-seok, Park Hae-Jin, Cho Dong-hyuk, Kang Ye-won, Kang Shin-il, Ji-a Min, Hwang Seung-eon",South Korea,"August 8, 2019",2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons."
81079322,TV Show,Dollar,,"Adel Karam, Amel Bouchoucha",Lebanon,"August 8, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas",Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.
70183165,Movie,Judy Moody and the Not Bummer Summer,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",United States,"August 8, 2019",2011,PG,91 min,"Children & Family Movies, Comedies","In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal."
80183878,TV Show,Let's Eat 2,,"Yoon Du-jun, Seo Hyun-jin, Kwon Yul, Kim Hee-won, Hwang Seog-jeong, Cho Eun-ji, Hwang Seung-un, Lee Ju-seung, Kim Ji-young","Malaysia, Singapore, Hong Kong","August 8, 2019",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Two classmates from elementary school reunite as next-door neighbors and discover their relationship was – and still is – defined by food.
80177986,TV Show,Let’s Eat,,"Lee Soo-kyung, Yoon Du-jun, Yoon So-hui, Shim Hyoung-tak, Do-yeon Lee, Jang Won-young, Jung Soo-young",South Korea,"August 8, 2019",2013,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","With the help of her neighbors, a divorced woman residing in a one-person-household apartment complex learns to balance living alone and eating well."
80165295,TV Show,Misaeng,,"Im Si-wan, Kang So-ra, Lee Sung-min, Kang Ha-neul, Byun Yo-han, Kim Dae-myeong, Shin Eun-jung, Park Hae-joon",South Korea,"August 8, 2019",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world."
80178404,TV Show,Oh My Ghost,,"Park Bo-young, Cho Jung-seok, Lim Ju-hwan, Kim Seul-ki",South Korea,"August 8, 2019",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star."
80165487,TV Show,Reply 1994,Shin Won-ho,"Go Ara, Jung Woo, Sung Dong-il, Dohee, Son Ho-jun, Kim Sung-kyun, Cha Seon-wu, Yoo Yeon-seok, Lee Il-hwa",South Korea,"August 8, 2019",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","All hailing from various parts of Korea, a group of college students go from being complete strangers to a big happy family at a Seoul boarding house."
70297144,TV Show,Reply 1997,Shin Won-ho,"Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho",South Korea,"August 8, 2019",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","As a teen, Shi Won was obsessed with a boy band. Now 33 years old, Shi Won and her friends are reviving their memories as their school reunion nears."
81087761,Movie,Roll Red Roll,Nancy Schwartzman,,United States,"August 8, 2019",2018,TV-MA,80 min,Documentaries,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight."
81065902,Movie,St. Agatha,Darren Lynn Bousman,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Shaun Fletcher, Lindsay Seim, Hannah Fierman, Trin Miller, Seth Michaels, Justin Miles",United States,"August 8, 2019",2018,TV-MA,103 min,"Horror Movies, Independent Movies","Unwed and pregnant, a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret."
80239462,TV Show,The Naked Director,,"Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo",Japan,"August 8, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
80230293,TV Show,Wu Assassins,,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",United States,"August 8, 2019",2019,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.
81000207,TV Show,Enemigo íntimo,,"Raúl Méndez, Fernanda Castillo, Matias Novoa, Guillermo Quintanilla, Leonardo Daniel, Otto Sirgo, Alejandro Speitzer, Armando Hernández, Valentina Acosta, Elvira Monsell",,"August 8, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas","Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal."
